CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40379897,MCDONALD'S,MANHATTAN,1560,BROADWAY,10036,2129218900,Hamburgers,02/26/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11,A,02/26/2014,05/21/2016,Cycle Inspection / Re-inspection
50003434,Q MARQET,MANHATTAN,38,E 98TH ST,10029,2128311754,American,11/20/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26,,,05/21/2016,Cycle Inspection / Initial Inspection
41399360,NEW RONG HANG RESTAURANT,MANHATTAN,38,ELDRIDGE STREET,10002,2126258999,Chinese,11/18/2013,Establishment re-closed by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14,,,05/21/2016,Cycle Inspection / Reopening Inspection
41130819,TARALLUCCI E VINO,MANHATTAN,15,EAST 18 STREET,10003,2122285400,Italian,04/01/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,18,,,05/21/2016,Cycle Inspection / Initial Inspection
50011101,CAFE CREOLE RESTAURANT N BAKERY,BROOKLYN,1366,FLATBUSH AVE,11210,7184341366,Creole,09/26/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,43,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
41483841,LINCOLN TECH CAFETERIA,QUEENS,1530,PETRACCA PLACE,11357,7186403400,American,08/12/2013,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,05/21/2016,Administrative Miscellaneous / Re-inspection
41001127,KORONET PIZZA,MANHATTAN,2848,BROADWAY,10025,2122221566,Pizza,09/04/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,09/04/2014,05/21/2016,Cycle Inspection / Re-inspection
41447596,BLUE & GOLD DELI,MANHATTAN,510,EAST   62 STREET,10065,2127551162,American,06/12/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,06/12/2013,05/21/2016,Cycle Inspection / Initial Inspection
41715842,PAPAYA KING,MANHATTAN,3,ST MARKS PLACE,10003,6466928482,Hotdogs,06/17/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,15,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
40635781,CARAVAN OF DREAMS,MANHATTAN,405,EAST    6 STREET,10009,2122541613,Vegetarian,02/10/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,,,05/21/2016,Cycle Inspection / Initial Inspection
41466937,NEW HON WONG RESTAURANT,MANHATTAN,244,CANAL STREET,10013,2129258468,Chinese,09/16/2013,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,05/21/2016,Administrative Miscellaneous / Initial Inspection
41610260,FIRST STOP DELI,BROOKLYN,406,AVENUE M,11230,7184831006,Delicatessen,08/18/2014,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,05/21/2016,Administrative Miscellaneous / Re-inspection
40980061,JOHN'S LUNCHEONETTE,BRONX,331,EAST GUN HILL ROAD,10467,9176648350,American,05/13/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,05/13/2015,05/21/2016,Cycle Inspection / Initial Inspection
41310341,95 SOUTH,BROOKLYN,778,FRANKLIN AVENUE,11238,3477506180,American,03/28/2013,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,29,,,05/21/2016,Cycle Inspection / Initial Inspection
41509559,NEW FU FAN RESTAURANT,QUEENS,8505,WHITNEY AVENUE,11373,7184247300,Chinese,04/28/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,18,,,05/21/2016,Cycle Inspection / Initial Inspection
41224482,SIDE BAR,MANHATTAN,120,EAST 15 STREET,10003,2126772900,American,12/24/2013,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,26,,,05/21/2016,Cycle Inspection / Initial Inspection
50011083,SUBWAY,MANHATTAN,28,WATER ST,10004,2122693460,Sandwiches,08/05/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,32,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
41304987,KING'S WOK,BROOKLYN,1473,BEDFORD AVENUE,11216,7182215866,Chinese,05/29/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,,05/21/2016,Cycle Inspection / Initial Inspection
41570817,PATZERIA FAMILY & FRIENDS,MANHATTAN,311,WEST   48 STREET,10036,2122454343,Italian,11/29/2013,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,26,,,05/21/2016,Cycle Inspection / Initial Inspection
41519688,TOASTIES,MANHATTAN,148,WEST   49 STREET,10019,2123984900,American,11/28/2014,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,18,,,05/21/2016,Cycle Inspection / Initial Inspection
41218580,SUBWAY,BROOKLYN,120,WYCKOFF AVENUE,11237,7188212995,American,11/28/2014,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,10,A,11/28/2014,05/21/2016,Cycle Inspection / Initial Inspection
41466809,DINA RATA AT ANDAZ HOTEL,MANHATTAN,75,WALL STREET,10005,2126991692,American,02/13/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26,,,05/21/2016,Cycle Inspection / Initial Inspection
41503176,CALI AJI CON SABOR RESTAURANT,QUEENS,9815,ASTORIA BOULEVARD,11369,7184768935,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/21/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,35,,,05/21/2016,Cycle Inspection / Initial Inspection
41419478,CARLOS AND GABBY'S,QUEENS,6711,MAIN STREET,11367,7185758226,Jewish/Kosher,03/13/2014,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,10,A,03/13/2014,05/21/2016,Cycle Inspection / Initial Inspection
41619055,SONS OF ESSEX,MANHATTAN,133,ESSEX STREET,10002,2126747100,American,08/20/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,47,,,05/21/2016,Cycle Inspection / Initial Inspection
40389907,O G RESTAURANT,QUEENS,20503,LINDEN BOULEVARD,11412,7187129845,Caribbean,11/12/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,16,B,11/12/2015,05/21/2016,Cycle Inspection / Re-inspection
50049572,,MANHATTAN,207,E 59TH ST,10022,6462890921,Other,01/01/1900,,,,Not Applicable,,,,05/21/2016,
50013496,TASTY FRIED CHICKEN,QUEENS,13419,LIBERTY AVE,11419,3474945436,American,03/24/2015,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,05/21/2016,Trans Fat / Initial Inspection
40743368,DOMINO'S,QUEENS,12521,ROCKAWAY BOULEVARD,11420,7188353030,Pizza,06/16/2015,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,19,,,05/21/2016,Cycle Inspection / Initial Inspection
41654607,BROOKLYN CRAB,BROOKLYN,24,REED ST,11231,7186432722,Seafood,10/22/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,13,A,10/22/2014,05/21/2016,Cycle Inspection / Re-inspection
40736385,MCDONALD'S,BROOKLYN,2797,LINDEN BOULEVARD,11208,7188274227,Hamburgers,04/09/2014,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,23,,,05/21/2016,Cycle Inspection / Initial Inspection
41579478,HIGH CLASS PIZZA,QUEENS,24611,JERICHO TURNPIKE,11426,7183471696,Pizza,02/02/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,02/02/2015,05/21/2016,Cycle Inspection / Initial Inspection
50001241,SHEEZAN RESTAURANT,MANHATTAN,183,CHURCH STREET,10007,2129646259,Bangladeshi,04/08/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,19,,,05/21/2016,Cycle Inspection / Initial Inspection
41349736,THE GRISLY PEAR,MANHATTAN,107,MACDOUGAL STREET,10012,2125293808,American,03/25/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,28,,,05/21/2016,Cycle Inspection / Initial Inspection
50015475,HUNGER PANG,BROOKLYN,1021,CHURCH AVE,11218,7185522869,Vietnamese/Cambodian/Malaysia,09/02/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,22,,,05/21/2016,Cycle Inspection / Initial Inspection
50000945,Khan's Gyro & Fried Chicken,BROOKLYN,1947,BATH AVE,11214,3473127777,American,10/22/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,25,B,10/22/2013,05/21/2016,Cycle Inspection / Re-inspection
41265582,TIAN JIN CHINESE RESTAURANT,QUEENS,13502,ROOSEVELT AVENUE,11354,7188137940,Chinese,06/02/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,06/02/2014,05/21/2016,Cycle Inspection / Re-inspection
50011289,PASTAFINA PIZZA,MANHATTAN,388,3RD AVE,10016,2122510708,Pizza,01/04/2016,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,15,B,01/04/2016,05/21/2016,Cycle Inspection / Re-inspection
41563757,PIEKIELKO GRILL BAR,QUEENS,6236,FOREST AVENUE,11385,7183666656,Polish,02/01/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,17,,,05/21/2016,Cycle Inspection / Initial Inspection
41709156,SUM FUNG CHINESE RESTAURANT,QUEENS,5401,NORTHERN BOULEVARD,11377,7189320411,Chinese,12/16/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,12/16/2014,05/21/2016,Cycle Inspection / Initial Inspection
50007437,YUM YUM BANGKOK,MANHATTAN,650,9TH AVE,10036,2122627244,Thai,05/27/2015,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,36,,,05/21/2016,Cycle Inspection / Compliance Inspection
41369810,LAURENTINO'S PASTICCERIA & CAFFE,BROOKLYN,680,5 AVENUE,11215,7188321871,Bakery,06/04/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,43,,,05/21/2016,Cycle Inspection / Initial Inspection
41630072,VALBELLA MIDTOWN,MANHATTAN,520,MADISON AVENUE,10022,2126457777,American,02/26/2015,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,12,,,05/21/2016,Cycle Inspection / Initial Inspection
41083469,LA GATA GOLOSA BAKERY CAFE' RESTAURANT,QUEENS,8263,BROADWAY,11373,7187791747,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",07/31/2015,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,28,,,05/21/2016,Cycle Inspection / Initial Inspection
41550237,AOA BAR & GRILL,MANHATTAN,6,YORK STREET,10013,2129251600,American,06/10/2014,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,05/21/2016,Smoke-Free Air Act / Initial Inspection
50016172,KENNEDY FRIED CHICKEN,BRONX,3211A,WHITE PLAINS RD,10467,7186640303,Chicken,06/30/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,06/30/2015,05/21/2016,Cycle Inspection / Initial Inspection
40534893,THE GREAT BURRITO MEXICAN KITCHEN,MANHATTAN,405,AMSTERDAM AVENUE,10024,2127245151,Mexican,04/29/2013,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,17,,,05/21/2016,Cycle Inspection / Initial Inspection
50008279,GARLIC PIZZA BAR,MANHATTAN,629,2ND AVE,10016,6465599500,Pizza/Italian,04/30/2014,Establishment re-opened by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,C,04/30/2014,05/21/2016,Pre-permit (Operational) / Reopening Inspection
50035946,VIETSPOT NOODLE AND SAANDWICH,MANHATTAN,99,NASSAU ST,10038,2127663388,Asian,07/07/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,17,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
40696304,THE TIC TAVERN,QUEENS,12517,ROCKAWAY BOULEVARD,11420,7188484297,American,02/22/2013,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,25,,,05/21/2016,Cycle Inspection / Initial Inspection
41498508,BERLYN,BROOKLYN,25,LAFAYETTE AVENUE,11217,7182225800,German,09/05/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,24,B,09/05/2013,05/21/2016,Cycle Inspection / Re-inspection
41709569,BUN-KER VIETNAMESE RESTAURANT,QUEENS,4663,METROPOLITAN AVENUE,11385,7183864282,Asian,06/15/2013,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,17,B,06/15/2013,05/21/2016,Pre-permit (Operational) / Re-inspection
41424474,JOHN JAY DINING HALL,MANHATTAN,515,WEST  114 STREET,10027,2128547162,American,10/10/2013,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,28,,,05/21/2016,Cycle Inspection / Initial Inspection
50014372,ORIENTAL PALACE,BROOKLYN,3018,MERMAID AVE,11224,7182651540,Chinese,09/23/2014,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,A,09/23/2014,05/21/2016,Pre-permit (Operational) / Re-inspection
50041610,THE YORK SOCIAL,MANHATTAN,1529,YORK AVE,10028,2123962700,American,01/30/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,,,05/21/2016,Cycle Inspection / Initial Inspection
40738021,AU BON PAIN,MANHATTAN,6,UNION SQUARE EAST,10003,2124750453,Sandwiches/Salads/Mixed Buffet,12/19/2012,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,,,05/21/2016,Cycle Inspection / Initial Inspection
50001012,SUBWAY,MANHATTAN,1427,YORK AVE,10021,2126284717,Sandwiches,01/15/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,01/15/2015,05/21/2016,Cycle Inspection / Initial Inspection
40882356,SPORTS CENTER AT CHELSEA PIERS (SUSHI BAR),MANHATTAN,PIER 60,WEST SIDE HIGHWAY,10011,2123666286,Japanese,06/28/2013,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,11,A,06/28/2013,05/21/2016,Cycle Inspection / Re-inspection
50018555,CARVEL ICE CREAM,QUEENS,189,BEACH 116TH ST,11694,7189455877,"Ice Cream, Gelato, Yogurt, Ices",01/08/2016,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,9,A,01/08/2016,05/21/2016,Cycle Inspection / Initial Inspection
41298790,SERAFINA AT TIME HOTEL,MANHATTAN,224,WEST 49 STREET,10019,2122471000,Italian,12/28/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,,,05/21/2016,Cycle Inspection / Initial Inspection
40611399,RAO'S BAR & GRILL,MANHATTAN,455,EAST  114 STREET,10029,2127226709,Italian,12/12/2013,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,05/21/2016,Administrative Miscellaneous / Initial Inspection
40369016,VIAND COFFEE SHOP,MANHATTAN,673,MADISON AVENUE,10065,2127516622,Greek,09/09/2014,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,05/21/2016,Administrative Miscellaneous / Re-inspection
40400049,PANYA/AUTRE KYOYA,MANHATTAN,810,STUYVESANT STREET,10003,2125980454,Japanese,05/04/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,27,Z,05/04/2016,05/21/2016,Cycle Inspection / Re-inspection
50010785,LA TARTE FLAMBEE,MANHATTAN,153,E 33RD ST,10016,9172612070,French,09/10/2015,Establishment re-opened by DOHMH,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,Z,09/10/2015,05/21/2016,Cycle Inspection / Reopening Inspection
41518879,RED HOUSE ASIAN FUSION,QUEENS,19203,UNION TURNPIKE,11366,7184685900,Asian,01/24/2015,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,,05/21/2016,Smoke-Free Air Act / Initial Inspection
41521360,PARIS BAGUETTE,MANHATTAN,6,WEST   32 STREET,10001,2122440404,Bakery,07/09/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,22,,,05/21/2016,Cycle Inspection / Initial Inspection
50011974,DINING CLUB ROCKEFELLER CENTER,MANHATTAN,30,ROCKEFELLER PLZ,10112,2126325000,American,07/10/2014,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,36,,,05/21/2016,Pre-permit (Non-operational) / Initial Inspection
40677193,BIG JONS PIZZA & RESTAURANT,QUEENS,21911,JAMAICA AVENUE,11428,7184685951,Pizza,08/20/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,27,,,05/21/2016,Cycle Inspection / Initial Inspection
50044396,RAMEN BY MEW,MANHATTAN,7,CORNELIA ST,10014,2127271050,Japanese,02/02/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,43,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
40372262,LA RIPAILLE RESTAURANT,MANHATTAN,605,HUDSON STREET,10014,2122554406,French,12/17/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,18,,,05/21/2016,Cycle Inspection / Initial Inspection
41014823,FAT CAT BILLIARDS,MANHATTAN,75,CHRISTOPHER STREET,10014,2126756056,American,09/29/2014,Violations were cited in the following area(s).,22B,Toilet facility used by women does not have at least one covered garbage receptacle.,Not Critical,,,,05/21/2016,Administrative Miscellaneous / Initial Inspection
41689739,PEARL GATE FROZEN YOGURT,BROOKLYN,482,5 AVENUE,11215,7187669898,"Ice Cream, Gelato, Yogurt, Ices",02/25/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,33,,,05/21/2016,Cycle Inspection / Initial Inspection
50002841,DUNKIN' DONUTS,MANHATTAN,33,BEAVER ST,10004,6468613138,Donuts,11/17/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,A,11/17/2014,05/21/2016,Cycle Inspection / Initial Inspection
50010065,CHINA CITY,BROOKLYN,1732,86TH ST,11214,7182342980,Chinese,05/05/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,13,A,05/05/2016,05/21/2016,Cycle Inspection / Re-inspection
41708952,BEIJING STYLE BARBEQUE,QUEENS,4183,BOWNE STREET,11355,9176210210,Chinese,11/14/2013,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,,05/21/2016,Smoke-Free Air Act / Initial Inspection
41434590,620 ON CATON,BROOKLYN,620,CATON AVENUE,11218,7184363502,Pizza,04/29/2015,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,13,A,04/29/2015,05/21/2016,Cycle Inspection / Initial Inspection
41452375,OFRENDA,MANHATTAN,113,7 AVENUE SOUTH,10014,2129242305,Mexican,02/24/2015,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,19,,,05/21/2016,Cycle Inspection / Initial Inspection
50003701,MILLER'S ALE HOUSE,STATEN ISLAND,2883,RICHMOND AVENUE,10314,7184470112,American,06/11/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,24,,,05/21/2016,Cycle Inspection / Initial Inspection
41282946,ILILI RESTAURANT,MANHATTAN,236,5 AVENUE,10001,2126832929,Mediterranean,08/05/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,7,A,08/05/2014,05/21/2016,Cycle Inspection / Re-inspection
41431239,QUE SABROSURA RESTAURANT,BRONX,48,EAST  183 STREET,10453,7183652200,Spanish,12/30/2014,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,36,,,05/21/2016,Cycle Inspection / Initial Inspection
40951377,BLIMPIE,MANHATTAN,114,EAST   40 STREET,10016,2126824141,Sandwiches,08/12/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,08/12/2013,05/21/2016,Cycle Inspection / Re-inspection
41398154,DONA BELLA  PIZZA,MANHATTAN,154,CHURCH STREET,10007,2123741130,Pizza,03/17/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,31,,,05/21/2016,Cycle Inspection / Initial Inspection
41722785,PROFIT CHINESE RESTAURANT,MANHATTAN,538,2 AVENUE,10016,2126850563,Chinese,10/07/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,16,B,10/07/2014,05/21/2016,Cycle Inspection / Re-inspection
41706171,TARO ASIAN FOOD RESTAURANT,BROOKLYN,7109,13 AVENUE,11228,7182324680,Chinese,06/11/2014,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,05/21/2016,Administrative Miscellaneous / Initial Inspection
40512865,CONNOLLY'S PUB,MANHATTAN,14,EAST   47 STREET,10017,2128673767,Irish,12/19/2013,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,21,,,05/21/2016,Cycle Inspection / Initial Inspection
40557466,KENNEDY FRIED CHICKEN,BRONX,696,ALLERTON AVENUE,10467,3475207275,Chicken,11/04/2015,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65Âº F or above within 2 hours.,Critical,34,,,05/21/2016,Cycle Inspection / Initial Inspection
41394678,ZIO NINO PIZZA & RESTAURANT,BROOKLYN,7203,18 AVENUE,11204,7182561222,Pizza/Italian,01/13/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,B,01/13/2015,05/21/2016,Cycle Inspection / Re-inspection
41602079,SANTOS ANNE,BROOKLYN,366,UNION AVENUE,11211,7184866979,French,04/04/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,B,04/04/2015,05/21/2016,Cycle Inspection / Re-inspection
50005672,MAIKLEY CAFE,BROOKLYN,5819,8TH AVE,11220,7186333838,Chinese,11/18/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,43,,,05/21/2016,Cycle Inspection / Initial Inspection
50039946,NEW PEPERONI'S PIZZA,BRONX,1308,LAFAYETTE AVE,10474,7184184948,Pizza,09/16/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,34,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
