BusinessName,DBAName,LegalOwner,NameLast,NameFirst,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,RESULTDTTM,Violation,ViolLevel,ViolDesc,VIOLDTTM,ViolStatus,StatusDate,Comments,Address,City,State,Zip,Property_ID,Location
Peggy O'Neil's Pub & Grille,,LIMERICK CO INC,LIMERICK CO INC,,19097,12/13/2011 03:15:33 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,12/14/2009 11:52:14 AM,08-3-305-307.11,*,Food Protection,12/14/2009 11:52:14 AM,Pass,2009-12-15 09:08:09,Container of potatoes stored on ground in kitchen area. Discontinue and store elevated at least 6 inches off the ground.,1310   DORCHESTER  AV,DORCHESTER,MA,02122,,
Double Tree Club Hotel,,BOSTON REDEVELOPMENT AUTH,C.J. WASHINGTON STREET L.L.C.,,21472,03/09/2012 11:17:16 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,05/04/2009 12:11:43 PM,41-7-201/04.11,***,Separation/Sanitizer Criteria,05/05/2009 09:16:33 AM,Fail,,Properly store all toxic chemicals.,821    Washington ST,BOSTON,MA,02116,,
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,08/24/2010 11:20:31 AM,35-6-501.111/.115,**,Insects  Rodents  Animals,08/24/2010 11:20:31 AM,Fail,,Keep all windows closed or provide screens  for all windows while they are opened.,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
Tavolo,,,Trinity Ashmont Restaurant LLC,Chris Douglass,28452,02/06/2012 01:24:23 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,02/24/2009 02:06:18 PM,M-2-102.11,***,PIC Knowledge,02/25/2009 08:22:10 AM,Pass,2009-02-25 08:22:10,provide proof of a certified food manager,1917   DORCHESTER,DORCHESTER,MA,02124,,
West Napoli Pizza,,VRATTOS SOCRATES TS,BARDHI,SOKOL,21409,06/06/2012 03:38:02 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,04/05/2011 11:03:47 AM,M-2-102.11,***,PIC Knowledge,04/05/2011 11:03:47 AM,Pass,2011-04-06 08:27:47,The certified food manager does not have her allergy awareness certificate.  Post 2011 health permit  certified food manager's certificate  and allergy awareness certificate in the front of the establishment.,1946  Centre St,West Roxbury,MA,02132,27764,"(42.28358, -71.15676)"
Pino's Pizza House,,CLEVELAND REALTY CO,PETRUZZOELLO,FELICIAN,18067,02/15/2012 02:11:04 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,01/10/2012 12:08:34 PM,08-3-305-307.11,*,Food Protection,01/10/2012 12:08:34 PM,Pass,2012-01-11 09:02:08,Containers of onions and other foods stored on floor of walk-in. Discontinue and store elevated at least 6 inches off the ground.,1918   Beacon ST,Brighton,MA,02135,10006,"(42.336527, -71.149151)"
EL PENOL RESTAURANT,,,MIGUEL A. MEDINA BALBIN,,23581,12/29/2011 09:39:51 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,08/19/2015 03:20:49 PM,44-4-802/03.11,*,Soiled Linen Storage,08/19/2015 03:20:49 PM,Pass,2015-08-19 15:51:07,Keep dirty linen in covered containers.,54   Bennington ST,East Boston,MA,02128,156292,"(42.375798, -71.037101)"
Dot 2 Dot Cafe,,BERTUCCI JOHN E TRST,Henry-Garrett,Karen,28291,01/24/2012 09:58:41 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,06/08/2010 11:36:06 AM,03-3-501.16(A),***,Cold Holding,06/08/2010 11:36:06 AM,Fail,,properly maintain all eggs and egg mix at 41f.....,1735   Dorchester AV,Dorchester,MA,02124,48397,"(42.29105, -71.06302)"
Nicholas Sub & Pizza Shop,,NICHOLAS MARKOPOULOS,Kourtelidis,Nicholas,33364,01/17/2012 03:37:47 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,07/28/2014 10:43:34 AM,38-6-202.11,*,Fixture's not properly shielded,07/28/2014 10:43:34 AM,Fail,,Lights over preparation trables not shielded. Provide.,600   Hyde Park AV,Roslindale,MA,02131,156517,"(42.280027, -71.118658)"
Grille 705,,SEVEN-05 MASSACHUSETTS AVE,Antreassian,Sarkis,28817,01/31/2012 10:52:38 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,07/06/2012 10:59:47 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,07/06/2012 10:59:47 AM,Pass,2012-07-09 07:53:20,Stove backboard soiled  clean.,705    Massachusetts AV,BOSTON,MA,02118,,
FENWAY PARK H.M.S. INC.,,JACK LYONS  MANAGER,FENWAY PARK H.M.S. INC.,,18275,10/27/2008 10:04:53 AM,12/31/2008 11:59:00 PM,Inactive,FT,Eating & Drinking w/ Take Out,HE_Filed,07/26/2008 04:36:11 PM,15-4-202.16,*,Non-Food Contact Surfaces,07/28/2008 08:09:18 AM,Pass,2008-07-28 08:09:18,Interior of lid to prep refridge loose(RF roof).Drip line missing at dispensers at RF Roof bar.Condenser to Walk-in at L5B3 leaking.Exposed insulation overhead in dry good room at commissary.,4  Yawkey Wy,Boston,MA,02215,156417,"(42.346723, -71.09868)"
Anshur Restauruant,,REARDON THOMAS B,Anshur,Abdullah F.,31241,02/08/2012 03:13:24 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,10/27/2015 08:36:19 AM,33-5-501.13-.17,*,Adequate Number  Frequency Vermin Proof,10/27/2015 08:36:19 AM,Pass,2015-10-28 08:55:27,replace missing trash receptacle covers....,291   Roxbury ST,Roxbury,MA,02119,119179,"(42.33041, -71.0943)"
The Gallows,,,Henry's Delicatessen L L C,,68121,01/17/2012 04:30:41 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,10/07/2014 06:33:54 PM,05-4-302.12,*,Food Thermometers Provided,10/07/2014 06:33:54 PM,Fail,,Provide food thermometer,1395   Washington ST,Roxbury,MA,02118,171075,"(42.34137, -71.070211)"
DRAGON CHEF CHINESE REST.,,,RU BANG CHEN PRES.,,21347,02/06/2012 10:55:13 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,11/13/2009 05:11:05 PM,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,11/13/2009 05:11:05 PM,Fail,,Wet  soiled cloth on counter. Store in sanitizing solution between use.,411  Washington St,Brighton,MA,02135,156051,"(42.349266, -71.15532)"
FLOUR BAKERY & CAFE,,,JOANNE CHANG,,21518,01/26/2012 03:07:20 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,12/05/2008 03:31:48 PM,16-4-501.11/.15,*,Dishwashng Facilities,12/05/2008 03:42:52 PM,Pass,2008-12-05 15:42:52,3 bay/provide proper drain plugs,1595   Washington ST,Roxbury,MA,02114,157458,"(42.338323, -71.07488)"
CANTON HOUSE,,,LI TING LI PRESIDENT,,23526,02/01/2012 03:06:08 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,04/22/2015 02:26:28 PM,22-4-601/602.11,**,Food Contact Surfaces Clean,04/22/2015 02:26:28 PM,Pass,2015-04-22 15:48:46,Replace heavily soiled grease.,6  Hancock St,Dorchester,MA,02125,158300,"(42.315595, -71.065919)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,12/11/2012 10:12:46 AM,15-4-202.16,*,Non-Food Contact Surfaces,12/11/2012 10:12:46 AM,Fail,,Resurface wooden counter top,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
Uno Chicago Grill,,NICOLE E. ADAMS,NICOLE E. ADAMS,,19118,01/09/2012 03:55:20 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,08/29/2007 08:49:08 AM,02-3-602.11-.12/3-302.12,*,Food Container Labels,09/05/2007 09:06:12 AM,Fail,,Bulk food items are unlabeled. Label bulk items.,270   HUNTINGTON  AV,BOSTON,MA,02125,,
Grille 705,,SEVEN-05 MASSACHUSETTS AVE,Antreassian,Sarkis,28817,01/31/2012 10:52:38 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,10/28/2009 12:41:34 PM,03-3-501.16(A),***,Cold Holding,10/28/2009 03:17:37 PM,Fail,,hamburger 45 degrees/provide proper temperature of 41 degrees or below,705    Massachusetts AV,BOSTON,MA,02118,,
Prime Shoppe,,,Touarsi,Benemar,28544,02/08/2012 04:33:52 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,06/09/2015 12:08:45 PM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,06/09/2015 12:08:45 PM,Fail,,ceiling and fan coil unit in walk-in cooler with soils  clean to remove,104-112   Faneuil Hall Mkt,Boston,Ma,02109,,
No.  7 RESTAURANT,,,HUANG FAMILY INC.,REN XIANGHUANG  PRES.,25414,02/08/2012 04:32:36 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,10/16/2012 01:00:58 PM,03-3-501.14,***,Cooling,10/16/2012 01:00:58 PM,Pass,2012-10-16 15:41:52,The rice cooked earlier in the day and allowed to cool in a deep container at room temperature is still 74F.  Provide proper cooling methods so phf's cool from 140F to 70F in two hours and then from 70F to 41F in an additional four hours. (discarded by manager),225   Grove ST,West Roxbury,MA,02132,156965,"(42.261873, -71.15741)"
Happy Garden,,,Brighton Ventures Inc.,,24662,01/31/2012 01:17:53 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,01/10/2014 12:02:02 PM,08-3-305-307.11,*,Food Protection,01/10/2014 12:02:02 PM,Fail,,The freezer and refrigerator are overcrowded.  There are items stored in the coolers that are unwrapped and large amounts of items stored on the ground.  store items elavated and wrapped.,377   Washington ST,Brighton,MA,02135,156389,"(42.349291, -71.15428)"
Aramark at Houghton Mifflin,,TWO TWENTY TWO BERKELEY,ARAMARK,C/O JARED LESSARD,24693,02/15/2012 01:55:00 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,04/23/2008 11:39:22 AM,03-3-501.16,***,Hot Holding,04/23/2008 03:29:19 PM,Fail,,Baked chicken hot holding at 100F-110F  Flank steak hot holding at 122F.,222   Berkeley ST,Boston,MA,02116,15007,"(42.35084, -71.07311)"
Union Club of Boston,,UNION CLUB OF BOSTON INC,UNION CLUB OF BOSTON INC,,18725,12/13/2011 11:17:44 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,10/29/2013 10:30:17 AM,08-3-305-307.11,*,Food Protection,10/29/2013 10:30:17 AM,Fail,,Remove items from top of ice machine,8   Park ST,Boston,MA,02108,107194,"(42.3575, -71.0627)"
Shanghai Social Club,,MILLER TUCKER REED TRSTS,Douglas Bacon Pres.,c/o White Horse Tavern,80857,09/05/2013 11:22:39 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,07/25/2014 02:29:36 PM,35-6-501.111/.115,**,Insects  Rodents  Animals,07/25/2014 02:29:36 PM,Fail,,The floor in the storage area is soiled with rodent droppings.  Clean and continur to treat for rodents.,1277   Commonwealth AV,Allston,MA,02134,37258,"(42.34982, -71.13342)"
Boston Globe Cafeteria,,FLIK INTERNATIONAL CORP.,FLIK INTERNATIONAL CORP.,Compass Group,26254,02/06/2012 08:00:29 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,03/15/2011 01:21:55 PM,23-4-602.13,*,Non-Food Contact Surfaces Clean,03/15/2011 01:21:55 PM,Fail,,Filters above stove top and grill with heavy grease build-up. Clean to remove.,135   William T Morrissey BL,Dorchester,MA,02125,156975,"(42.315997, -71.049211)"
MCKENNA'S CAFE,,KENNETH OSHEROW  PRES.,KENNETH OSHEROW PRES.,,23628,12/28/2011 09:11:33 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,03/22/2010 10:32:16 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,03/22/2010 10:32:16 AM,Pass,2010-03-23 08:20:49,Filters above stove top and grill with heavy grease build-up. Clean to remove.,109   Savin Hill AV,Dorchester,MA,02125,156864,"(42.311515, -71.05382)"
Tavolo,,,Trinity Ashmont Restaurant LLC,Chris Douglass,28452,02/06/2012 01:24:23 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_FailExt,12/20/2011 12:04:03 PM,08-3-305-307.11,*,Food Protection,12/20/2011 12:04:03 PM,Fail,,Spice containers being stored under waste pipe of hand sink near panini machine. Discontinue and store all spices clean and protected.,1917   DORCHESTER,DORCHESTER,MA,02124,,
Aramark at Houghton Mifflin,,TWO TWENTY TWO BERKELEY,ARAMARK,C/O JARED LESSARD,24693,02/15/2012 01:55:00 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,08/21/2008 11:01:42 AM,03-3-501.16(A),***,Cold Holding,08/22/2008 07:39:13 AM,Pass,2008-08-22 07:39:13,Deli turkey piled up over lip of container at open top refridge at 44F.Roast beef at 46-48F.Yellow american cheese at 50F(all product piled high over lip of container).8-14-08 observed same issue with Turkey at deli at 58F roastbeef at deli at 44F as well as cornbeef.,222   Berkeley ST,Boston,MA,02116,15007,"(42.35084, -71.07311)"
PHO 2000,,SCHIAVO BRUNO A TS,Dung Ngu,,76202,04/06/2012 12:14:16 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,11/13/2012 01:49:35 PM,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,11/13/2012 01:49:35 PM,Pass,2012-11-13 15:42:20,Soiled wiping cloths on cutting board. Discontinue store in bucket with sanitizer,198   Adams ST,Dorchester,MA,02122,606,"(42.30224, -71.06)"
UNION OYSTER HOUSE,,MILANO JOSEPH A JR TRST,MILANO,JOSEPH A.,19089,12/14/2011 02:11:17 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,08/20/2013 10:07:00 AM,36-6-501.11-.12,*,Improper Maintenance of Floors,08/20/2013 10:07:00 AM,Fail,,Upstairs -clean floor in walk in freezer.,41  Union St,Boston,MA,02108,139293,"(42.36127, -71.05688)"
Boston Globe Cafeteria,,FLIK INTERNATIONAL CORP.,FLIK INTERNATIONAL CORP.,Compass Group,26254,02/06/2012 08:00:29 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,02/03/2012 10:49:52 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,02/03/2012 10:49:52 AM,Fail,,Clean tops of equipment throughout.Clean portable air fans.,135   William T Morrissey BL,Dorchester,MA,02125,156975,"(42.315997, -71.049211)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,04/09/2013 10:43:32 AM,15-4-202.16,*,Non-Food Contact Surfaces,04/09/2013 10:43:32 AM,Fail,,Rusted shelving next to 3 Bay sink.,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
Langham Hotel,,CHRISTINE GILPIN  CONTROL LER,CHRISTINE GILPIN CONTROL,LER,23003,01/11/2012 08:50:36 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,11/30/2010 11:42:06 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,11/30/2010 11:42:06 AM,Fail,,Top of dishmachine needs attention(corners encrusted etc.).Please clean routinely.,250   Franklin ST,Boston,MA,02110,157806,"(42.35663, -71.054279)"
A K's Take Out & Delivery@Reggie Lewis Track,,,Sohan Saini Pres.,,31365,02/14/2012 12:14:03 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_NotReq,12/30/2012 12:00:00 AM,,,,,,,,1350   Tremont ST,Boston,Ma,02116,,
UNION OYSTER HOUSE,,MILANO JOSEPH A JR TRST,MILANO,JOSEPH A.,19089,12/14/2011 02:11:17 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,08/20/2013 10:07:00 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,08/20/2013 10:07:00 AM,Fail,,Kitchen -Clean cooking vent hood t plumbing at broiler.,41  Union St,Boston,MA,02108,139293,"(42.36127, -71.05688)"
The Upper Crust,,PESIRIDIS THEODORE TRST,Shenefield,Shawn,90116,03/25/2013 02:37:01 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,10/01/2014 12:05:02 PM,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,10/01/2014 12:05:02 PM,Pass,2014-10-01 15:22:13,properly store all wiping cloths in a sanitizing solution,683   Tremont ST,Roxbury,MA,02118,137919,"(42.34156, -71.07662)"
Happy Garden,,,Brighton Ventures Inc.,,24662,01/31/2012 01:17:53 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,Fail,11/30/2006 04:32:00 PM,,,,,,,,377   Washington ST,Brighton,MA,02135,156389,"(42.349291, -71.15428)"
Dunkin Donuts,,ONE HUNDRED CAMBRIDGE STREET,DN Donuts Inc.,Danny Haddad,26507,01/11/2012 11:22:31 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,,42-6-501.113/.114,*,Premises Maintained,05/18/2007 02:38:00 PM,Pass,2007-05-18 14:43:17,,100   Cambridge ST,Boston,MA,02114,25222,"(42.360584, -71.062109)"
Country Kitchen,,AMINPOUR AMIR,Arleen Campbell,,32027,01/05/2012 08:42:50 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,09/16/2011 10:09:50 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,09/16/2011 10:09:50 AM,Pass,2011-09-16 14:55:03,"STOVE- CLEAN  stove of built-up grease  grime  & food ""splatter""-",830   Blue Hill AV,Dorchester,MA,02124,16567,"(42.29621, -71.08718)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,10/14/2008 12:08:08 PM,35-6-501.111/.115,**,Insects  Rodents  Animals,10/14/2008 03:20:29 PM,Pass,2008-10-14 15:20:29,Upstairs - Numerous flying insects at electrical closet.Numerous rodent droppings near windows,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
Ester,,,2261 Dot LLC.,LLC,127375,04/08/2014 09:58:35 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,04/28/2015 01:06:34 PM,12-3--301.11,***,Prevention of Contamination from Hands,04/28/2015 01:06:34 PM,Fail,,Employee observed dicing ready to eat lettuce with bare hands. Discontinue and ensure there is no bare hand contact with any ready to eat foods.,2261   Dorchester AV,Dorchester,MA,02124,48561,"(42.27317, -71.06801)"
Deli One,,,San Ko Inc.,,29195,01/05/2012 02:41:34 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,01/26/2010 11:42:38 AM,03-3-501.16,***,Hot Holding,01/26/2010 11:42:38 AM,Pass,2010-01-26 14:58:49,Chicken Parm sitting on counter at 120F.Turkey sitting on toaster at 120F.Multiple other foods sitting on shelving(temperature was coincidentally within required range).Provide proper holding of All hot foods.Inspector explained various different approved methods.,85   ARCH ST ST,BOSTON,MA,02110,,
Nicholas Sub & Pizza Shop,,NICHOLAS MARKOPOULOS,Kourtelidis,Nicholas,33364,01/17/2012 03:37:47 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,07/28/2014 10:43:34 AM,29-5-201/02.11,*,Installed and Maintained,07/28/2014 10:43:34 AM,Fail,,Hand sink in the main kitchen area not draining properly. Address and make all necessary repairs. Pipe under the 3 bay sink not draining properly. Repair. Mop sink visibly soiled and not draining properly. Repair.,600   Hyde Park AV,Roslindale,MA,02131,156517,"(42.280027, -71.118658)"
Union Club of Boston,,UNION CLUB OF BOSTON INC,UNION CLUB OF BOSTON INC,,18725,12/13/2011 11:17:44 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,09/10/2008 01:15:24 PM,37-6-201.11,*,Walls/Ceilings Designed Constructed Installed,09/11/2008 08:08:34 AM,Fail,,clean wall by ice machine,8   Park ST,Boston,MA,02108,107194,"(42.3575, -71.0627)"
J J Foley's Cafe,,FOLEY JEREMIAH,J J Foley's Cafe,Inc.,27092,01/31/2012 06:21:48 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,12/31/2009 12:48:15 PM,42-6-501.113/.114,*,Premises Maintained,12/31/2009 12:48:15 PM,Fail,,Relocate all brooms equip. from kitchen.,117   EAST BERKELEY,BOSTON,MA,02118,,
Prime Shoppe,,,Touarsi,Benemar,28544,02/08/2012 04:33:52 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,10/19/2010 11:58:48 AM,36-6-201.11,*,Floors Designed Constructed Installed,10/19/2010 11:58:48 AM,Pass,2010-10-21 08:38:31,Clean floor of walk in  freezer,104-112   Faneuil Hall Mkt,Boston,Ma,02109,,
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Hearing,09/07/2012 11:14:11 AM,19-4-501.18-.110,*,Wash Rinse Water Clean Proper Temperature.,09/07/2012 11:14:11 AM,Pass,2012-09-07 15:16:06,High temp dish machine wash temperature 100 F,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
BOSTON WING IT,,MYONG JO SONG,MYONG JO SONG,,22141,02/09/2012 10:35:11 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,11/12/2009 01:30:31 PM,35-6-501.111/.115,**,Insects  Rodents  Animals,11/12/2009 01:30:31 PM,Fail,,Evidence of numerous cockroaches in lightshields glueboards in upper and lower portions of establishment.Provide IPM report.,1153   COMMONWEALTH  AV,ALLSTON,MA,02134,,
MCKENNA'S CAFE,,KENNETH OSHEROW  PRES.,KENNETH OSHEROW PRES.,,23628,12/28/2011 09:11:33 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,02/27/2014 10:41:28 AM,14-4-202.11,*,Food Contact Surfaces Design,02/27/2014 10:41:28 AM,Pass,2014-02-28 09:27:47,Replace heavily scoreded and grooved cutting board at salad unit.,109   Savin Hill AV,Dorchester,MA,02125,156864,"(42.311515, -71.05382)"
Panera Bread,,,Boston Bread LLc,Attn: Lori Engel,26330,01/18/2012 04:43:59 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,09/13/2011 11:37:05 AM,33-5-501.116,*,Improper Cleaning of Receptacles,09/13/2011 11:37:05 AM,Pass,2011-09-14 08:27:44,Trash receptacles filthy.Please clean.Staff are not cleaning in between use and excessive soil build up in units.This is a hinderance to eliminating pest issue.,200   High ST,Boston,Ma,02110,,
WINDY CITY AT ADAMS VILLAGE,,BAYTURK MUZAFFER,BAYTURK MUZAFFER,,19800,02/13/2012 10:40:46 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,01/08/2014 12:08:42 PM,03-3-501.16(A),***,Cold Holding,01/08/2014 12:08:42 PM,Fail,,Sliced pineapple and ham inside of the pizza cooler with elevated temperatures of 48F. PIC removed and voluntarily discarded out of temperature foods at the time of the inspection. All other foods inside of cooler at below 41F. Ensure all potentially hazardous foods are being maintained at below 41F.,516   Gallivan BL,Dorchester,MA,02124,156552,"(42.282928, -71.055559)"
Grille 705,,SEVEN-05 MASSACHUSETTS AVE,Antreassian,Sarkis,28817,01/31/2012 10:52:38 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,11/21/2012 10:40:10 AM,22-4-601/602.11,**,Food Contact Surfaces Clean,11/21/2012 10:40:10 AM,Pass,2012-11-23 08:38:34,interior of ice machine with rust like substance  clean to remove,705    Massachusetts AV,BOSTON,MA,02118,,
ZESTO'S PIZZA,,FOUR 60-468 CENTRE STREET,K & M Pizza Inc.,,75590,12/12/2011 12:47:41 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,09/23/2014 01:46:55 PM,22-4-601/602.11,**,Food Contact Surfaces Clean,09/23/2014 01:46:55 PM,Pass,2014-09-23 15:30:32,Can opener in basement has dry food on blade. Clean to remove and monitor.,460   Centre ST,Jamaica Plain,MA,02130,28061,"(42.31935, -71.11154)"
CALIFORNIA PIZZA KITCHEN,,,CALIFORNIA PIZZA KITCHEN,INC. LIC.DIV.,19754,04/03/2012 01:47:18 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,02/01/2013 07:19:40 AM,,,,,,,,800   Boylston ST,Boston,MA,02199,194357,"(42.34716, -71.08251)"
Momogoose 2,,,Smart Gourmet LLC,Loc Vo,68113,12/14/2011 02:53:19 PM,12/31/2016 11:59:00 PM,Active,MFW,Mobile Food Walk On,HE_Fail,05/02/2012 12:00:02 PM,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,05/02/2012 12:00:02 PM,Fail,,Cloths are stored outside of sanitizer.  Store properly.,1   Citywide ST,Boston,MA,02128,0,
Uno Chicago Grill,,NICOLE E. ADAMS,NICOLE E. ADAMS,,19118,01/09/2012 03:55:20 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,02/24/2012 12:25:35 PM,32-6-501.11-.12/6-202.14,*,Toilet Enclosed Clean,02/24/2012 12:25:35 PM,Pass,2012-02-28 08:18:23,repair automatic dispenser to operate on demand.,270   HUNTINGTON  AV,BOSTON,MA,02125,,
Mattapan House of Pizza,,FETFATSIDIS SIMON,Isidoros Poulopoulos,,78448,04/04/2012 10:27:46 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,06/03/2013 11:29:44 AM,15-4-202.16,*,Non-Food Contact Surfaces,06/03/2013 11:29:44 AM,Fail,,Exterior of freezer unit rusty  repair.,1621   Blue Hill AV,Mattapan,MA,02126,155684,"(42.268453, -71.094131)"
CARLOS CUCINA ITALIANA,,BARONE CARLOS,CARLO BARONE,,20273,06/07/2012 10:51:20 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,04/26/2013 11:54:35 AM,32-6-301.11-02.11,*,Hand Cleaner  Drying  Tissue Signage,04/26/2013 11:54:35 AM,Pass,2013-04-30 08:39:07,No paper towels or signage at hand sink. Provide.,131   BRIGHTON  AV,ALLSTON,MA,02134,,
Tenoch Mexican,,,Tenoch Mexican Food Corp.,,122265,02/19/2014 11:21:49 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,05/08/2014 07:57:58 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,05/08/2014 07:57:58 AM,Pass,2014-05-09 08:05:10,Clean inside all refrigeration units fropm all visible soils,3   Lewis ST,Boston,MA,02109,263801,"(42.36328, -71.05188)"
