ADDRESS,OPERATION NAME,DATE OF INSPECTION,VIOLATION ITEM,VIOLATION DESCRIPTION,CRITICAL VIOLATION,TOTAL # CRITICAL VIOLATIONS,TOTAL # CRIT.  NOT CORRECTED ,TOTAL # NONCRITICAL VIOLATIONS,LOCAL HEALTH DEPARTMENT,COUNTY,FACILITY CODE,FACILITY ADDRESS,FACILITY CITY,FACILITY POSTAL ZIPCODE,NYSDOH GAZETTEER (1980),FACILITY MUNICIPALITY,PERMIT EXPIRATION DATE,FOOD SERVICE TYPE,FOOD SERVICE DESCRIPTION,PERMITTED  (D/B/A),PERMITTED  CORP. NAME,PERM. OPERATOR LAST NAME,PERM. OPERATOR FIRST NAME,NYS HEALTH OPERATION ID,INSPECTION TYPE,INSPECTION COMMENTS,FS FACILITY STATE,LATITUDE,LONGITUDE
"1929  GRAND  AVENUE,  BALDWIN",ROMA PIZZERIA/Dormant,12/27/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,2,0,4,Nassau  County,NASSAU,01498-15  ,1929  GRAND  AVENUE,BALDWIN,11510    ,295002,HEMPSTEAD,06/30/2013,Food Service Establishment,Restaurant,,ROMA PIZZERIA INC.,,,783413,Inspection,,NY,40.665162,-73.607671
"208 SUNRISE HIGHWAY,  ROCKVILLE CENTRE",CIELO/Dormant,12/13/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,4,Nassau  County,NASSAU,01404-04  ,208 SUNRISE HIGHWAY,ROCKVILLE CENTRE,11570    ,290900,HEMPSTEAD,09/30/2014,Food Service Establishment,Restaurant,CIELO,CIELO RISTORANT INC,,,572770,Inspection,,NY,40.657422,-73.647378
"118 PLANDOME  ROAD,  MANHASSET",LAS VINAS BAR AND RESTAURANT/Dormant,12/22/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,12,Nassau  County,NASSAU,04903-08  ,118 PLANDOME  ROAD,MANHASSET,11030    ,295109,N. HEMPSTEAD,01/31/2013,Food Service Establishment,Restaurant,,LAS VINAS BAR AND RESTAURANT INC.,,,723639,Inspection,,NY,40.794357,-73.698406
"16 WEST MARIE STREET,  HICKSVILLE",COPPER WOK FUSION EATERY/Dormant,12/13/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,0,7,Nassau  County,NASSAU,03947-02  ,16 WEST MARIE STREET,HICKSVILLE,11801    ,295205,OYSTER BAY,04/30/2014,Food Service Establishment,Restaurant,,SRI CHAKRHA INC.,,,702037,Re-Inspection,,NY,40.766917,-73.523634
"4250  HICKSVILLE ROAD,  BETHPAGE",GREEN TEA CHINESE RESTAURANT/Dormant,01/18/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,8,Nassau  County,NASSAU,04865-03  ,4250  HICKSVILLE ROAD,BETHPAGE,11714    ,295008,HEMPSTEAD,08/31/2016,Food Service Establishment,Restaurant,,GREEN TEA CHINESE RESTAURANT INC.,,,683387,Inspection,,NY,40.716921,-73.483634
"247 HEMPSTEAD TURNPIKE,  ELMONT",BELMONT DINER/Dormant,12/29/2011,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,0,19,Nassau  County,NASSAU,01173-04  ,247 HEMPSTEAD TURNPIKE,ELMONT,11003    ,295013,HEMPSTEAD,11/30/2012,Food Service Establishment,Food Service Establishment,,GATE 6 CORP.,,,693332,Inspection,,NY,,
"267 C MERRICK ROAD,  LYNBROOK",MAGOO'S DELI/Dormant,01/25/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,5,Nassau  County,NASSAU,15247-07  ,267 C MERRICK ROAD,LYNBROOK,11563    ,290700,HEMPSTEAD,11/30/2012,Food Service Establishment,Delicatessen,,THE MPM SW LLC,,,723520,Inspection,,NY,,
"33-35 MAIN STREET,  EAST ROCKAWAY",CHASERS/Dormant,01/26/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,0,6,Nassau  County,NASSAU,07775-04  ,33-35 MAIN STREET,EAST ROCKAWAY,11518    ,291100,HEMPSTEAD,02/28/2012,Food Service Establishment,Tavern,,"CHASERS OF EAST ROCKAWAY, INC.",STARKMAN,FRED,739081,Inspection,,NY,,
"144 NASSAU  ROAD,  ROOSEVELT",PORT ROYAL RESTURANT/Dormant,01/05/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,6,Nassau  County,NASSAU,06466-04  ,144 NASSAU  ROAD,ROOSEVELT,11575    ,295042,HEMPSTEAD,09/30/2012,Food Service Establishment,Food Service Establishment,,PORT ROYAL RESTAURANT INC,,,555958,Inspection,,NY,,
"170A GARDINERS  AVENUE,  LEVITTOWN",TAI SHOW WEST/Dormant,02/07/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,1,7,Nassau  County,NASSAU,02271-04  ,170A GARDINERS  AVENUE,LEVITTOWN,11756    ,295024,HEMPSTEAD,05/31/2013,Food Service Establishment,Restaurant,TAI SHOW WEST,SU'S INC,,,579165,Inspection,,NY,40.72146,-73.515696
ROCHESTER,J.G. CRUMMERS/Inactive/Inactive,04/27/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,2,Monroe County,MONROE,276114201 ,,ROCHESTER,14625    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,667276,Re-Inspection,,NY,,
"668 FULTON AVENUE,  HEMPSTEAD",BEDROCK BAR & GRILL/Dormant,02/01/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,4,Nassau  County,NASSAU,06917-04  ,668 FULTON AVENUE,HEMPSTEAD,11550    ,290600,HEMPSTEAD,12/31/2013,Food Service Establishment,Food Service Establishment,,BEDROCK BAR & GRILL INC,,,793637,Inspection,,NY,40.712108,-73.609034
"62 WEST PARK  AVENUE,  LONG BEACH",SUGO/Dormant,02/09/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,12,Nassau  County,NASSAU,19944-01  ,62 WEST PARK  AVENUE,LONG BEACH,11561    ,290200,LONG BEACH,04/30/2016,Food Service Establishment,Restaurant,,SUGO CAFE CORP,,,673555,Inspection,,NY,40.588305,-73.666205
"110 OLD COUNTRY ROAD,  MINEOLA",STERLING GOURMET/Dormant,02/24/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,2,0,11,Nassau  County,NASSAU,08313-11  ,110 OLD COUNTRY ROAD,MINEOLA,11501    ,290800,N. HEMPSTEAD,07/31/2014,Food Service Establishment,Delicatessen,,STERLING GOURMET CORP,,,670597,Inspection,,NY,40.739936,-73.634452
"267A BURNSIDE AVENUE,  LAWRENCE",BURNSIDE DELI & BELGIAN FRIES/Dormant,03/20/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,0,11,Nassau  County,NASSAU,20270-02  ,267A BURNSIDE AVENUE,LAWRENCE,11559    ,292400,HEMPSTEAD,11/30/2013,Food Service Establishment,Delicatessen,,HNH DELICATESSEN & CATERING INC.,,,721344,Inspection,,NY,40.62399,-73.73814
"151 MAIN STREET,  EAST ROCKAWAY",BAGELS PLUS/Dormant,05/08/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,9,Nassau  County,NASSAU,15275-02  ,151 MAIN STREET,EAST ROCKAWAY,11518    ,291100,HEMPSTEAD,11/30/2012,Food Service Establishment,Delicatessen,,EAST ROCKAWAY HOT BAGELS/DELI INC,,,572401,Inspection,,NY,40.641833,-73.666658
"410 ROCKAWAY AVENUE,  VALLEY STREAM",LA BISTECCA/Dormant,05/15/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,1,0,4,Nassau  County,NASSAU,06167-07  ,410 ROCKAWAY AVENUE,VALLEY STREAM,11581    ,291000,HEMPSTEAD,03/31/2015,Food Service Establishment,Restaurant,,,,,807058,Re-Inspection,,NY,40.658341,-73.701139
"490 WESTBURY AVENUE,  CARLE PLACE",490 WEST/Dormant,09/19/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,0,0,5,Nassau  County,NASSAU,05748-08  ,490 WESTBURY AVENUE,CARLE PLACE,11514    ,295102,N. HEMPSTEAD,10/31/2014,Food Service Establishment,Restaurant,,P.L.I. 64 CORP.,,,752891,Inspection,,NY,40.75072,-73.606566
"28 GUY LOMBARDO  AVENUE,  FREEPORT",PAPA JOHN'S PIZZA/Dormant,09/20/2012,12C,"Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained",Not Critical Violation,2,0,3,Nassau  County,NASSAU,20205-01  ,28 GUY LOMBARDO  AVENUE,FREEPORT,11520    ,290400,HEMPSTEAD,10/31/2016,Food Service Establishment,Food Service Establishment,,"ATM PIZZA, INC.",,,684289,Inspection,,NY,40.656108,-73.585322
"500 TULIP  AVENUE,  FLORAL PARK",SEWANHAKA SD - HIGH SCHOOL/Dormant,11/22/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,4,Nassau  County,NASSAU,11117-01  ,500 TULIP  AVENUE,FLORAL PARK,11001    ,299900,NASSAU SCHOOLS,03/31/2016,Institutional Food Service,School K-12 Food Service,,SEWANHKA CENTRAL HIGH SCH DIST,SEMLER,SUZANNE ,578396,Inspection,,NY,40.718996,-73.691402
"305 MAIN STREET,  FARMINGDALE",DOMINICAN RESTAURANT 4/Dormant,11/15/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,3,Nassau  County,NASSAU,16707-08  ,305 MAIN STREET,FARMINGDALE,11735    ,292700,OYSTER BAY,12/31/2012,Food Service Establishment,Restaurant,,DOMINICAN RESTAURANT 4 CORP.,,,693334,Re-Inspection,,NY,,
"86  HORACE HARDING  BOULEVARD,  GREAT NECK",FOO HWA/Dormant,11/30/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,8,Nassau  County,NASSAU,15242-04  ,86  HORACE HARDING  BOULEVARD,GREAT NECK,11020    ,291300,N. HEMPSTEAD,04/30/2013,Food Service Establishment,Food Service Establishment,,"FOO HWA, INC.",,,669701,Inspection,,NY,40.769381,-73.719212
"347 NORTH CENTRAL AVENUE,  VALLEY STREAM",EVERBEST BAKERY/Dormant,09/02/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,5,Nassau  County,NASSAU,00835-03  ,347 NORTH CENTRAL AVENUE,VALLEY STREAM,11580    ,291000,HEMPSTEAD,07/31/2012,Food Service Establishment,Bakery,,THE CREATED DOMAIN ENTERPRISE LLC,,,752468,Re-Inspection,,NY,40.677008,-73.709295
"3882 MERRICK ROAD,  SEAFORD",VINCENTS PIZZA/Dormant,12/13/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,3,Nassau  County,NASSAU,15528-10  ,3882 MERRICK ROAD,SEAFORD,11783    ,295045,HEMPSTEAD,06/30/2012,Food Service Establishment,Restaurant,,HOME OF THE EDGE INC.,,,708850,Inspection,,NY,,
"1218 JERICHO TURNPIKE,  NEW HYDE PARK",WALKSTREET TAVERN/Dormant,12/14/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,2,Nassau  County,NASSAU,05249-03  ,1218 JERICHO TURNPIKE,NEW HYDE PARK,11040    ,291201,N. HEMPSTEAD,06/30/2015,Food Service Establishment,Restaurant,,"CHIEF ASSOCIATES, LLC",,,670953,Inspection,,NY,40.732914,-73.683134
"60 DIVISION  AVENUE,  LEVITTOWN",FU MEI CHINESE KITCHEN/Inactive/Dormant,11/08/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,2,0,15,Nassau  County,NASSAU,05149-01  ,60 DIVISION  AVENUE,LEVITTOWN,11756    ,295024,HEMPSTEAD,08/31/2013,Food Service Establishment,Food Service Establishment,,LILY C WONG,,,568899,Inspection,,NY,40.726526,-73.527505
"7967 JERICHO TURNPIKE,  WOODBURY",NISEN SUSHI OF WOODBURY/Dormant,12/29/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,7,Nassau  County,NASSAU,20018-01  ,7967 JERICHO TURNPIKE,WOODBURY,11797    ,295217,OYSTER BAY,10/31/2013,Food Service Establishment,Restaurant,,NISEN SUSHI OF WOODBURY LLC,,,674534,Inspection,,NY,40.814512,-73.47679
"6281  NORTHERN  BOULEVARD,  EAST NORWICH",EAST NORWICH PANCAKE HOUSE/Dormant,12/22/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,10,Nassau  County,NASSAU,04393-04  ,6281  NORTHERN  BOULEVARD,EAST NORWICH,11732    ,295202,OYSTER BAY,01/31/2011,Food Service Establishment,Restaurant,,N.S. EAST NORWICH PANCAKE HS,,,664352,Inspection,,NY,,
"2335 JERICHO  TURNPIKE,  GARDEN CITY PK",BELLA ROSA PIZZERIA RESTAURANT/Dormant,12/23/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,5,Nassau  County,NASSAU,07179-06  ,2335 JERICHO  TURNPIKE,GARDEN CITY PK,11040    ,295104,N. HEMPSTEAD,10/31/2014,Food Service Establishment,Restaurant,,GARDEN CITY PARK  CORP,,,574261,Inspection,,NY,40.741657,-73.661962
"306 NASSAU ROAD,  ROOSEVELT",DUNKIN DONUTS BASKIN ROBBINS/Dormant,12/16/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,4,Nassau  County,NASSAU,20177-02  ,306 NASSAU ROAD,ROOSEVELT,11573    ,295042,HEMPSTEAD,11/30/2011,Food Service Establishment,Food Service Establishment,,"SIMMONS FOODS-PARSONS II, INC.",SIMMONS,JEREMIAH,753071,Inspection,,NY,,
"1556 HEMPSTEAD  TURNPIKE,  ELMONT",AH LAW KITCHEN/Dormant,01/03/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,11,Nassau  County,NASSAU,03168-07  ,1556 HEMPSTEAD  TURNPIKE,ELMONT,11003    ,295013,HEMPSTEAD,05/31/2011,Food Service Establishment,Food Service Establishment,AH LAW KITCHEN,AH LAW KITCHEN INC,,,570788,Inspection,,NY,,
"2778 LONG BEACH  ROAD,  OCEANSIDE",TASTE OF GREECE/Dormant,01/13/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,4,Nassau  County,NASSAU,06379-02  ,2778 LONG BEACH  ROAD,OCEANSIDE,11572    ,295040,HEMPSTEAD,05/31/2015,Food Service Establishment,Restaurant,TASTE OF GREECE,ELIAS CORP,,,572760,Inspection,,NY,40.64331,-73.639887
"339 BROADWAY,  BETHPAGE",WHOVILLE BAR & GRILL/Dormant,12/17/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,8,Nassau  County,NASSAU,08731-03  ,339 BROADWAY  ,BETHPAGE,11714    ,295201,OYSTER BAY,05/31/2016,Food Service Establishment,Restaurant,,SR SONS INC,LAWSON,GREG,578088,Inspection,,NY,40.741953,-73.479745
"300 ATLANTIC  AVENUE,  EAST ROCKAWAY",AMAZING WOK/Dormant,01/05/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,8,Nassau  County,NASSAU,15108-03  ,300 ATLANTIC  AVENUE,EAST ROCKAWAY,11518    ,291100,HEMPSTEAD,11/30/2015,Food Service Establishment,Food Service Establishment,,,YING,DONG YUE,754516,Inspection,,NY,40.64829,-73.665265
"795 OLD COUNTRY ROAD,  WESTBURY",SAN ANTONIO LA CASA DEL MARISCO/Dormant,01/18/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,12,Nassau  County,NASSAU,08948-06  ,795 OLD COUNTRY ROAD,WESTBURY,11590    ,291400,N. HEMPSTEAD,07/31/2014,Food Service Establishment,Restaurant,,TROIS AMIES INC,,,674998,Inspection,,NY,40.751943,-73.568156
"624 MIDDLE NECK ROAD,  GREAT NECK",OLIVES/Dormant,01/25/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,5,Nassau  County,NASSAU,03757-04  ,624 MIDDLE NECK ROAD,GREAT NECK,11023    ,295106,N. HEMPSTEAD,02/28/2011,Food Service Establishment,Restaurant,,MY FAVORITE CATERERS INC.,,,699586,Inspection,,NY,,
ROCHESTER,THAI TASTE/Inactive,06/25/2009,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,2,Monroe County,MONROE,270301701 ,,ROCHESTER,14620    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,666239,Re-Inspection,,NY,43.11763,-77.621033
WEBSTER,GYROMANIA/Inactive,06/18/2009,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,7,Monroe County,MONROE,276721701 ,,WEBSTER,14580    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,668969,Inspection,,NY,,
ROCHESTER,PERKINS RESTAURANT & BAKERY/Inactive,07/15/2009,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,9,Monroe County,MONROE,275642101 ,,ROCHESTER,14623    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,667824,Inspection,,NY,,
CHURCHVILLE,Mama Mia's Pizza & Catering/Inactive,06/09/2009,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,3,0,6,Monroe County,MONROE,272703001 ,,CHURCHVILLE,14428    ,270000,MONROE COUNTY,12/31/2008,Food Service Establishment,Restaurant,,,,,666914,Inspection,,NY,,
ROCHESTER,THE OAK LEAF EATERY INC./Inactive,10/06/2009,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,3,Monroe County,MONROE,275022501 ,,ROCHESTER,14623    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,668111,Re-Inspection,,NY,43.1052,-77.618705
"25 FRANKLIN STREET,  ROCHESTER",EVER FRESH DONUTS/Inactive,10/07/2009,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,4,Monroe County,MONROE,270527201 ,25 FRANKLIN STREET,ROCHESTER,14604    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,686206,Inspection,,NY,43.158097,-77.604929
HILTON,McDONALDS OF HILTON/Inactive,09/28/2009,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,5,Monroe County,MONROE,272302801 ,,HILTON,14468    ,272300,PARMA,12/31/2014,Food Service Establishment,Restaurant,,,,,666167,Inspection,,NY,43.28537,-77.791396
"575 Brooks AVENUE,  ROCHESTER",HOLLEY'S CAFE & CATERING/Inactive,07/29/2009,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,3,0,7,Monroe County,MONROE,270528701 ,575 Brooks AVENUE,ROCHESTER,14619    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,687461,Re-Inspection,,NY,43.13088,-77.651013
ROCHESTER,IRONDEQUOIT ALE HOUSE/Inactive,11/04/2009,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,4,Monroe County,MONROE,275741601 ,,ROCHESTER,14617    ,270104,ROCHESTER,12/31/2010,Food Service Establishment,Restaurant,,,,,666437,Re-Inspection,,NY,,
ROCHESTER,WILD GRILL AND BAR/Inactive,12/22/2009,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,4,Monroe County,MONROE,270507301 ,,ROCHESTER,14614    ,270104,ROCHESTER,12/31/2010,Food Service Establishment,Restaurant,,,,,669148,Inspection,,NY,,
FAIRPORT,GOLDEN PHOENIX CHINESE RESTAURANT/Inactive,12/04/2009,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,6,Monroe County,MONROE,276216401 ,,FAIRPORT,14450    ,272500,PERINTON,12/31/2010,Food Service Establishment,Restaurant,,,,,668471,Inspection,,NY,,
PITTSFORD,PITTSFORD PUB/Inactive,12/21/2009,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,7,Monroe County,MONROE,276304801 ,,PITTSFORD,14534    ,272600,PITTSFORD,12/31/2014,Food Service Establishment,Restaurant,,,,,666209,Inspection,,NY,43.094723,-77.51391
"131 Elmwood AVENUE,  ROCHESTER","Dangles, LLC/Inactive",12/15/2009,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,6,Monroe County,MONROE,270536901 ,131 Elmwood AVENUE,ROCHESTER,14611    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,721116,Inspection,,NY,,
"7 LAWRENCE STREET,  ROCHESTER",TEQUILA LOCO/Inactive,01/29/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,6,Monroe County,MONROE,270496401 ,7 LAWRENCE STREET,ROCHESTER,14607    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,668734,Inspection,,NY,43.15577,-77.59539
WEBSTER,EAARTHTONES COFFEE HOUSE/Inactive,01/13/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,5,Monroe County,MONROE,276721901 ,,WEBSTER,14580    ,270104,ROCHESTER,12/31/2010,Food Service Establishment,Restaurant,,,,,668977,Inspection,,NY,,
"55 NORTH Main STREET,  BROCKPORT",Calzonies/Inactive,02/04/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,2,Monroe County,MONROE,272816001 ,55 NORTH Main STREET,BROCKPORT,14420    ,272800,SWEDEN,12/31/2015,Food Service Establishment,Restaurant,,,,,686712,Inspection,,NY,43.218602,-77.937632
ROCHESTER,PERRI'S PIZZERIA OF NORTON ST./Inactive,02/04/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,6,Monroe County,MONROE,270501801 ,,ROCHESTER,14609    ,270104,ROCHESTER,12/31/2010,Food Service Establishment,Restaurant,,,,,666993,Inspection,,NY,,
ROCHESTER,FULL BELLY DELI/Inactive,07/27/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,3,Monroe County,MONROE,275641001 ,,ROCHESTER,14623    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,667691,Inspection,,NY,43.087068,-77.599492
ROCHESTER,GOLDEN POND CHINESE RESTAURANT/Inactive,07/28/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,2,Monroe County,MONROE,275450101 ,,ROCHESTER,14626    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,668185,Inspection,,NY,,
HAMLIN,CHINA MOON/Inactive,06/29/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,4,0,4,Monroe County,MONROE,275506301 ,,HAMLIN,14464    ,275503,HAMLIN,12/31/2014,Food Service Establishment,Restaurant,,,,,668990,Inspection,,NY,43.291731,-77.920787
ROCHESTER,CRESCENT BEACH INC./Inactive,07/29/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,2,0,5,Monroe County,MONROE,275447201 ,,ROCHESTER,14612    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,667689,Inspection,,NY,,
"42 Nichols STREET,  SPENCERPORT","Leccese's Pizzeria & More, Inc./Inactive",06/18/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,4,Monroe County,MONROE,272210501 ,42 Nichols STREET,SPENCERPORT,14559    ,272200,OGDEN,12/31/2011,Food Service Establishment,Restaurant,,,,,673304,Re-Inspection,,NY,,
NO. CHILI,CHINA KING/Inactive,06/24/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,5,Monroe County,MONROE,275113401 ,,NO. CHILI,14514    ,275106,CHILI,12/31/2013,Food Service Establishment,Restaurant,,,,,668173,Inspection,,NY,43.119615,-77.80698
"4665 S.  LAKE ROAD,  BROCKPORT",ARBY'S ROAST BEEF RESTAURANT/Inactive,04/30/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,2,0,3,Monroe County,MONROE,276604601 ,4665 S.  LAKE ROAD,BROCKPORT,14420    ,272800,SWEDEN,12/31/2015,Food Service Establishment,Restaurant,,,,,667603,Re-Inspection,,NY,43.202213,-77.942575
"1951 BUFFALO ROAD,  ROCHESTER",WENDY'S RESTAURANTS/ ROCH.INC./Inactive,03/31/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,4,Monroe County,MONROE,275306601 ,1951 BUFFALO ROAD,ROCHESTER,14624    ,270104,ROCHESTER,12/31/2016,Food Service Establishment,Restaurant,,,,,667925,Inspection,,NY,43.148452,-77.705906
ROCHESTER,WATER STREET MUSIC HALL/Inactive,05/27/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,8,Monroe County,MONROE,270506901 ,,ROCHESTER,14604    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,669142,Inspection,,NY,43.160458,-77.611716
"649 Monroe AVENUE,  ROCHESTER",Rookies Express Pizza/Inactive,04/07/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,9,Monroe County,MONROE,270526401 ,649 Monroe AVENUE,ROCHESTER,14607    ,270104,ROCHESTER,12/31/2011,Food Service Establishment,Restaurant,,,,,683675,Inspection,,NY,,
"3500 EAST AVENUE,  ROCHESTER",3500 EAST AVE. LLC/Inactive,04/20/2010,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,3,Monroe County,MONROE,276313801 ,3500 EAST AVENUE,ROCHESTER,14618    ,270104,ROCHESTER,12/31/2011,Food Service Establishment,Restaurant,,,,,728296,Inspection,,NY,,
ROCHESTER,FAMOUS DAVE'S/Inactive,02/17/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,5,Monroe County,MONROE,275458301 ,,ROCHESTER,14615    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,668635,Inspection,,NY,43.207067,-77.671378
"27 Main STREET,  BROCKPORT",Avanti Pizza/Inactive,03/04/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,3,Monroe County,MONROE,272816101 ,27 Main STREET,BROCKPORT,14420    ,272800,SWEDEN,12/31/2013,Food Service Establishment,Restaurant,,,,,692365,Inspection,,NY,43.215847,-77.938312
"1 RYAN ALLEY,  ROCHESTER",ONE RESTAURANT AND LOUNGE/Inactive,03/31/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,8,Monroe County,MONROE,270498801 ,1 RYAN ALLEY,ROCHESTER,14607    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,668892,Inspection,,NY,43.155134,-77.595051
"1381 RIDGE ROAD,  ROCHESTER",GRAND SUPER BUFFET/Inactive,02/18/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,2,0,4,Monroe County,MONROE,275732401 ,1381 RIDGE ROAD,ROCHESTER,14621    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,668251,Inspection,,NY,43.198277,-77.580568
ROCHESTER,MOLLY HATCHETS/Inactive/Inactive,02/16/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,4,Monroe County,MONROE,270505101 ,,ROCHESTER,14609    ,270104,ROCHESTER,12/31/2011,Food Service Establishment,Restaurant,,,,,669108,Inspection,,NY,,
