Establishment ID,Name,Address 1,Address 2,City,Zip,Inspection Date,Inspection Results,Food from Approved Source (C),Food Protected from Contamination (C),Ill Workers Restricted (C),Proper Hand Washing (C),Cooling Time and Temperature (C),Cold Holding Temperature (C),Hot Holding Temperature (C),Cooking Time and Temperature (C),Reheating Time and Temperature (C),Hot and Cold Running Water Provided (C),Proper Sewage Disposal (C),Toxic Substances & Pesticides,Rodent and Insects,Nutritional Labeling,Trans Fat Ban,No-Smoking Sign Posted,Inspection Type,Owner,Category,Type,Latitude,Longitude,Location
28025,7-ELEVEN #36494,8484 GEORGIA AVE STE 102,,SILVER SPRING,20910,06/17/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,DREAM LINE INC,Market,Food,38.9941,-77.0271,"(38.9941, -77.0271)"
29406,DUCK DONUTS,1327 ROCKVILLE PIKE,,ROCKVILLE,20852,03/17/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,DMV DONUTS LLC,Restaurant,Food,,,
27828,EVANGADI SPORTS BAR AND LOUNGE,953 BONIFANT ST,,SILVER SPRING,20910,11/10/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,CLOUD SPORTS BAR LLC,Restaurant,Food,38.9938,-77.0258,"(38.9938, -77.0258)"
22174,KAO THAI RESTAURANT,8650 COLESVILLE RD.,,SILVER SPRING,20910,01/19/2016,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,KAO THAI LLC,Restaurant,Food,38.9973,-77.0276,"(38.9973, -77.0276)"
28912,GUSTO ITALIAN GRILL,8512 FENTON STREET,,SILVER SPRING,20910,11/02/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,GUSTO SILVER SPRING LLC,Restaurant,Food,38.9961,-77.0252,"(38.9961, -77.0252)"
27479,BURGER FI,8504  FENTON ST.,,SILVER SPRING,20910,07/10/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,Out of Compliance,Out of Compliance,Comprehensive,SILVER SPRING BURGER LLC,Restaurant,Food,38.9957,-77.0248,"(38.9957, -77.0248)"
28578,URBAN WINERY,949-A BONIFANT STREET,,SILVER SPRING,20910,05/22/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,DAMON CALLIS,Restaurant,Food,38.9939,-77.0257,"(38.9939, -77.0257)"
18732,COURTYARD BY MARRIOTT,8506 FENTON ST.,,SILVER SPRING,20910,07/10/2014,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"SILVER SPRING HOTEL ASSOCIATES, LLC.",Restaurant,Food,38.9959,-77.025,"(38.9959, -77.025)"
18049,STARBUCKS COFFEE #7914,913 ELLSWORTH DR.,,SILVER SPRING,20910,12/29/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,STARBUCKS CORP LICENSE SERVICE,Restaurant,Food,38.9964,-77.0261,"(38.9964, -77.0261)"
26598,SWEETGREEN,8517 GEORGIA AVE,,SILVER SPRING,20910,01/15/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"SWEETGREEN SILVER SPRING, LLC",Restaurant,Food,38.9951,-77.0267,"(38.9951, -77.0267)"
17942,PANERA BREAD #3577,8541 GEORGIA AVE.,,SILVER SPRING,20910,08/06/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,Out of Compliance,In Compliance,Comprehensive,"LEMEK, LLC",Restaurant,Food,38.9963,-77.0276,"(38.9963, -77.0276)"
11509,LANGANO ETHIOPIAN RESTAURANT BAR AND CAF�,8305 GEORGIA AVE.,,SILVER SPRING,20910,04/03/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,"LANGANO, LLC",Restaurant,Food,38.9931,-77.0263,"(38.9931, -77.0263)"
21361,MANDARIN RESTAURANT,8411 GEORGIA AVE.,,SILVER SPRING,20910,11/17/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MANDARIN RESTAURANT,Restaurant,Food,38.9937,-77.0264,"(38.9937, -77.0264)"
19408,GHAR-E-KABOB INDIAN CUISINE,944 WAYNE AVE.,,SILVER SPRING,20910,03/10/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"GHAR-E-KABOB, LLC",Restaurant,Food,38.9943,-77.0256,"(38.9943, -77.0256)"
26655,ABOL ETHIOPIAN CUISINE,8626 COLESVILLE RD,,SILVER SPRING,20910,09/10/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"ABOL, LLC",Restaurant,Food,38.997,-77.0277,"(38.997, -77.0277)"
18085,EGGSPECTATION RESTAURANT-CAF�,923 ELLSWORTH DR,,SILVER SPRING,20910,01/07/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,MID-ATLANTIC EATERIES INC,,Food,38.0266,-77.0271,"(38.0266, -77.0271)"
27906,MERKATO MARKET,955 BONIFANT ST,,SILVER SPRING,20910,09/09/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,ELIAS TOBE,Market,Food,38.9938,-77.0259,"(38.9938, -77.0259)"
24406,LA MALINCHE,8622 COLESVILLE RD,,SILVER SPRING,20910,09/15/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,BSZ & BROTHERS LLC,Restaurant,Food,38.9968,-77.0279,"(38.9968, -77.0279)"
20441,"GREEK PLACE, THE",8417 GEORGIA AVE,,SILVER SPRING,20910,03/10/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"TAQUERIA EL MEXICANO, INC.",Restaurant,Food,38.9938,-77.0264,"(38.9938, -77.0264)"
26529,PETE'S NEW HAVEN STYLE PIZZA,962 WAYNE AVE,#L-B,SILVER SPRING,20910,09/18/2014,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,JOEL  MEHR/M5 LLC,Restaurant,Food,38.9942,-77.026,"(38.9942, -77.026)"
29263,RUANG KHAO THAI CUISINE,939 BONIFANT ST,,SILVER SPRING,20910,10/05/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,TON KHAO RESTAURANT THAI CUISINE LLC,Restaurant,Food,38.9941,-77.0253,"(38.9941, -77.0253)"
18567,THAI AT SILVER SPRING,921-E ELLSWORTH DR.,,SILVER SPRING,20910,05/01/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"JJNPP, INC.",Restaurant,Food,38.9962,-77.0268,"(38.9962, -77.0268)"
17953,AUSTIN GRILL,919 ELLSWORTH DR.,,SILVER SPRING,20910,08/12/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,Out of Compliance,In Compliance,Comprehensive,"AUSTIN GRILL , LLC",Restaurant,Food,38.9961,-77.0267,"(38.9961, -77.0267)"
27906,MERKATO MARKET,955 BONIFANT ST,,SILVER SPRING,20910,04/06/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,ELIAS TOBE,Market,Food,38.9938,-77.0259,"(38.9938, -77.0259)"
1351,KEFA CAFE,963 BONIFANT ST.,,SILVER SPRING,20910,03/19/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Fire Call,KEFA CAFE,Restaurant,Food,38.9936,-77.0263,"(38.9936, -77.0263)"
11509,LANGANO ETHIOPIAN RESTAURANT BAR AND CAF�,8305 GEORGIA AVE.,,SILVER SPRING,20910,10/03/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"LANGANO, LLC",Restaurant,Food,38.9931,-77.0263,"(38.9931, -77.0263)"
18851,CONVENIENCE EXPRESS,948 WAYNE AVE.,,SILVER SPRING,20910,11/28/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"JOACHIM & JOYCE, INC.",,Food,38.9943,-77.0258,"(38.9943, -77.0258)"
21337,NANDO'S PERI PERI,924 ELLSWORTH DR.,,SILVER SPRING,20910,01/07/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"NANDO'S RESTAURANT GROUP, INC.",Restaurant,Food,38.9956,-77.0265,"(38.9956, -77.0265)"
19408,GHAR-E-KABOB INDIAN CUISINE,944 WAYNE AVE.,,SILVER SPRING,20910,09/18/2014,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"GHAR-E-KABOB, LLC",Restaurant,Food,38.9943,-77.0256,"(38.9943, -77.0256)"
598,29 CONVENIENCE MART,10755 COLESVILLE ROAD,,SILVER SPRING,20901,12/18/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,JACOB'S MIRAZ INC,Market,Food,39.032,-77.0034,"(39.032, -77.0034)"
28960,KEFA CAFE,900 WAYNE AVE,,SILVER SPRING,20910,06/17/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,LENE TSEGAYE,Restaurant,Food,38.9951,-77.0245,"(38.9951, -77.0245)"
20867,ROGER MILLER RESTAURANT,941 BONIFANT ST,,SILVER SPRING,20910,10/22/2014,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,AKPENELS CASA CORPORATION,Restaurant,Food,38.994,-77.0255,"(38.994, -77.0255)"
17953,AUSTIN GRILL,919 ELLSWORTH DR.,,SILVER SPRING,20910,09/18/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"AUSTIN GRILL , LLC",Restaurant,Food,38.9961,-77.0267,"(38.9961, -77.0267)"
17850,ADEGA WINE CELLARS AND CAFE,8519 FENTON ST.,,SILVER SPRING,20910,09/22/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"ASIAN RESTAURANT CONCEPTS, INC.",Restaurant,Food,38.9967,-77.0247,"(38.9967, -77.0247)"
21337,NANDO'S PERI PERI,924 ELLSWORTH DR.,,SILVER SPRING,20910,09/08/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"NANDO'S RESTAURANT GROUP, INC.",Restaurant,Food,38.9956,-77.0265,"(38.9956, -77.0265)"
29157,SILVER SPRING BLACK BOX THEATER,8641 COLESVILLE RD,,SILVER SPRING,20910,07/28/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,,THEATRE CONSORTIUM AT SILVER SPRING,Restaurant,Food,38.9967,-77.0273,"(38.9967, -77.0273)"
23574,LA MADELEINE,8435 GEORGIA AVE,,SILVER SPRING,20910,09/18/2014,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,Out of Compliance,In Compliance,Comprehensive,"LA MADELEINE OF MARYLAN, LLC",Restaurant,Food,38.9942,-77.0263,"(38.9942, -77.0263)"
29305,AMINA THAI RESTAURANT,8624 COLESVILLE RD,,SILVER SPRING,20910,02/29/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,AMINA THAI CORP,Restaurant,Food,38.9969,-77.0279,"(38.9969, -77.0279)"
24406,LA MALINCHE,8622 COLESVILLE RD,,SILVER SPRING,20910,02/09/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,BSZ & BROTHERS LLC,Restaurant,Food,38.9968,-77.0279,"(38.9968, -77.0279)"
28025,7-ELEVEN #36494,8484 GEORGIA AVE STE 102,,SILVER SPRING,20910,01/23/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,DREAM LINE INC,Market,Food,38.9941,-77.0271,"(38.9941, -77.0271)"
23574,LA MADELEINE,8435 GEORGIA AVE,,SILVER SPRING,20910,12/01/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"LA MADELEINE OF MARYLAN, LLC",Restaurant,Food,38.9942,-77.0263,"(38.9942, -77.0263)"
24406,LA MALINCHE,8622 COLESVILLE RD,,SILVER SPRING,20910,09/10/2015,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,BSZ & BROTHERS LLC,Restaurant,Food,38.9968,-77.0279,"(38.9968, -77.0279)"
18592,COPPER CANYON GRILL,928 ELLSWORTH DR.,,SILVER SPRING,20910,02/27/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,Out of Compliance,In Compliance,Monitoring,"COPPER CANYON GRILL, LLC",Restaurant,Food,38.9954,-77.0268,"(38.9954, -77.0268)"
23574,LA MADELEINE,8435 GEORGIA AVE,,SILVER SPRING,20910,03/10/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"LA MADELEINE OF MARYLAN, LLC",Restaurant,Food,38.9942,-77.0263,"(38.9942, -77.0263)"
27546,KITCHEN THAI RESTAURANT,8624 COLESVILLE RD,,SILVER SPRING,20904,12/04/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,YING CHAROEN INC,Restaurant,Food,38.9969,-77.0279,"(38.9969, -77.0279)"
11546,ECOLOGY HEALTH FOOD,904 BONIFANT ST.,,SILVER SPRING,20910,01/14/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,STACEY KIM,,Food,38.994,-77.0246,"(38.994, -77.0246)"
27546,KITCHEN THAI RESTAURANT,8624 COLESVILLE RD,,SILVER SPRING,20904,06/03/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,YING CHAROEN INC,Restaurant,Food,38.9969,-77.0279,"(38.9969, -77.0279)"
17850,ADEGA WINE CELLARS AND CAFE,8519 FENTON ST.,,SILVER SPRING,20910,01/20/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"ASIAN RESTAURANT CONCEPTS, INC.",Restaurant,Food,38.9967,-77.0247,"(38.9967, -77.0247)"
18567,THAI AT SILVER SPRING,921-E ELLSWORTH DR.,,SILVER SPRING,20910,12/09/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"JJNPP, INC.",Restaurant,Food,38.9962,-77.0268,"(38.9962, -77.0268)"
22756,MASA HIBACHI STEAKHOUSE & SUSHI,921 ELLSWORTH DR.,UNIT J,SILVER SPRING,20910,07/29/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,DIANG LIN,Restaurant,Food,38.9963,-77.0264,"(38.9963, -77.0264)"
20867,ROGER MILLER RESTAURANT,941 BONIFANT ST,,SILVER SPRING,20910,04/06/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,AKPENELS CASA CORPORATION,Restaurant,Food,38.994,-77.0255,"(38.994, -77.0255)"
22756,MASA HIBACHI STEAKHOUSE & SUSHI,921 ELLSWORTH DR.,UNIT J,SILVER SPRING,20910,04/20/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring w/Complaint Investigation,DIANG LIN,Restaurant,Food,38.9963,-77.0264,"(38.9963, -77.0264)"
24406,LA MALINCHE,8622 COLESVILLE RD,,SILVER SPRING,20910,02/09/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,BSZ & BROTHERS LLC,Restaurant,Food,38.9968,-77.0279,"(38.9968, -77.0279)"
2279,SILVER SPRING TEXACO,8600 GEORGIA AVE.,,SILVER SPRING,20910,12/15/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MOHAMED REYAL,,Food,38.996,-77.0287,"(38.996, -77.0287)"
18732,COURTYARD BY MARRIOTT,8506 FENTON ST.,,SILVER SPRING,20910,12/29/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"SILVER SPRING HOTEL ASSOCIATES, LLC.",Restaurant,Food,38.9959,-77.025,"(38.9959, -77.025)"
18285,MANDALAY RESTAURANT & CAF�,930-932 BONIFANT ST.,,SILVER SPRING,20910,10/22/2014,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"MANDALAY ENTERPRISES, INC.",Restaurant,Food,38.9937,-77.0251,"(38.9937, -77.0251)"
17953,AUSTIN GRILL,919 ELLSWORTH DR.,,SILVER SPRING,20910,09/18/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,"AUSTIN GRILL , LLC",Restaurant,Food,38.9961,-77.0267,"(38.9961, -77.0267)"
1351,KEFA CAFE,963 BONIFANT ST.,,SILVER SPRING,20910,10/21/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,KEFA CAFE,Restaurant,Food,38.9936,-77.0263,"(38.9936, -77.0263)"
26655,ABOL ETHIOPIAN CUISINE,8626 COLESVILLE RD,,SILVER SPRING,20910,10/14/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"ABOL, LLC",Restaurant,Food,38.997,-77.0277,"(38.997, -77.0277)"
28483,RED LOBSTER #6293,8533 GEORGIA AVE,,SILVER SPRING,20910,10/22/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,RL MARYLAND INC,Restaurant,Food,38.9961,-77.0272,"(38.9961, -77.0272)"
27479,BURGER FI,8504  FENTON ST.,,SILVER SPRING,20910,10/20/2014,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,SILVER SPRING BURGER LLC,Restaurant,Food,38.9957,-77.0248,"(38.9957, -77.0248)"
26598,SWEETGREEN,8517 GEORGIA AVE,,SILVER SPRING,20910,08/11/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"SWEETGREEN SILVER SPRING, LLC",Restaurant,Food,38.9951,-77.0267,"(38.9951, -77.0267)"
22756,MASA HIBACHI STEAKHOUSE & SUSHI,921 ELLSWORTH DR.,UNIT J,SILVER SPRING,20910,12/09/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,DIANG LIN,Restaurant,Food,38.9963,-77.0264,"(38.9963, -77.0264)"
